Country,Year,Unemployment.x,GDP,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,Density,Urbanization,Population,log_GDP,Unemployment,Unemployment_lag
Guinea,2001,4.573,2829435908,0,0,0,0,0,0,0,0,0,0,616.321,660.444,678.626,639.332,626.432,655.749,656.708,628.192,591.511,557.831,461.784,427.879,444.663,517.03,534.339,470.57,426.419,628.711,675.387,637.478,630.549,607.035,645.096,713.128,728.729,712.025,679.964,796.038,891.887,986.528,1008.688,1106.49,1383.633,1542.757,1642.991,1729.495,1811.055,1897.614,1987.196,53,4661505,12771246,21.76334320293848,4.573,4.573
"Gambia, The",2001,8.535,687410630.5,1007.791,907.551,827.984,800.7,552.842,645.904,484.263,623.605,695.347,701.786,790.827,801.579,830.589,840.415,804.334,815.289,826.192,818.814,815.332,811.257,766.199,737.063,631.566,581.319,642.755,665.721,662.362,780.379,924.514,833.282,860.639,762.761,742.78,700.515,607.429,649.511,683.998,676.656,729.035,768.921,747.886,820.584,841.947,903.293,985.409,1034.863,1069.289,1102.232,1135.385,NA,NA,NA,20.348442387055307,8.535,8.535
Guinea-Bissau,2001,3.042,392621389.5,370.185,463.692,516.549,570.682,388.702,559.368,534.912,444.504,406.033,478.384,571.817,787.213,843.597,636.881,344.118,725.815,676.103,628.438,517.661,496.411,327.943,338.362,374.5,435.072,447.804,482.181,467.998,543.408,672.251,613.569,644.344,775.206,688.497,711.927,712.826,707.897,748.089,864.141,894.667,836.954,838.847,930.098,905.854,1028.223,1103.076,1171.25,1241.907,1308.639,1372.76,70,840922,1920922,19.788356319983286,3.042,3.042
Equatorial Guinea,2001,8.105,1461139022,123.403,109.806,121.292,126.408,130.117,205.657,241.443,284.263,296.908,253.241,312.102,299.071,351.662,343.493,245.881,333.846,527.121,965.017,777.254,1251.452,1885.985,2616.487,3107.854,5424.13,8214.073,10810.445,12743.347,15782.688,22834.435,16596.742,17153.165,21479.995,21556.417,20252.748,19271.286,11217.985,9202.539,9624.532,9968.089,8355.342,7035.452,8447.959,7853.892,6502.187,6500.433,6325.008,6191.038,6132.928,6130.079,50,984812,1355986,21.10248212056102,8.105,8.105
Greece,2001,10.46,136309000000,5948.338,5422.719,5623.949,5050.617,4895.538,4832.513,5670.998,6577.906,7632.671,7879.246,9679.36,10282.907,11234.206,10451.791,11122.921,12997.524,13776.698,13484.135,13526.691,13901.672,12268.253,12579.412,14185.463,18534.613,22015.2,22608.39,24858.594,28900.031,32173.506,29829.303,26743.4,25437.01,21845.045,21712.016,21554.224,18023.869,17906.08,18552.181,19750.743,19140.988,17611.953,20135.275,20960.097,23173.056,24512.895,25516.793,26442.909,27152.765,27873.83,81,8507474,10716322,25.63819020428334,10.46,10.46
Guatemala,2001,2.793,18405221418,1070.284,1140.215,1126.186,1139.957,1163.059,1338.718,705.755,796.957,841.769,946.757,813.346,967.343,1044.285,1111.333,1227.018,1349.852,1408.114,1559.741,1658.175,1529.954,1555.567,1654.953,1795.772,1847.291,1951.798,2151.742,2336.955,2556.76,2873.086,2654.1,2836.06,3172.124,3267.792,3397.625,3632.101,3825.882,3982.02,4234.379,4251.613,4388.497,4337.784,4708.382,5097.593,5407.238,5747.711,6047.541,6361.75,6698.866,7059.762,167,8540945,16604026,23.63590023402288,2.793,2.793
Guyana,2001,11.812,712167448.9,1101.855,1055.839,904.864,921.541,861.055,924.305,1053.703,982.258,1125.871,1146.242,950.968,1036.884,1145.783,1392.984,1626.898,1832.399,2048.527,2161.647,2035.856,2010.769,2017.2,2023.617,2092.961,2144.109,2232.996,2305.907,2551.768,2982.217,3329.637,3457.367,3837.303,4402.775,5360.276,5476.744,5402.703,5579.974,5796.819,6104.158,6120.536,6594.375,6952.702,9707,18353.123,20564.643,25512.998,29452.915,34813.602,35896.395,37106.319,4,208912,782766,20.38382362276485,11.812,11.812
High income,2001,6.505228295,27489100000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.94481067839188,6.505228295,6.505228295
"Hong Kong SAR, China",2001,5.09,169404000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.855552231636473,5.09,5.09
Honduras,2001,4,7651162302,1080.431,1066.902,1091.787,1111.123,1183.298,1232.425,1287.141,1362.483,1469.405,1635.7,993.487,911.761,942.61,919.585,836.608,948.437,888.005,948.716,1023.397,1003.065,1093.106,1133.185,1134.068,1158.179,1217.816,1308.089,1430.056,1583.048,1739.357,1789.707,1904.346,2088.311,2144.337,2102.595,2206.056,2302.204,2342.024,2451.936,2506.62,2568.062,2380.029,2796.449,3062.199,3245.018,3366.283,3484.62,3622.488,3769.577,3921.422,89,5626433,9746117,22.758123408145877,4,4
Heavily indebted poor countries (HIPC),2001,5.075114571,172627000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87439903441614,5.075114571,5.075114571
Croatia,2001,15.82,23063323723,0,0,0,0,0,0,0,0,0,0,0,0,120.012,1590.721,3683.337,4637.896,4917.393,4832.846,5324.47,5179.459,5053.534,5363.191,6216.126,8191.304,9718.251,10453.246,11490.022,13730.883,15855.122,14372.182,13676.692,14619.948,13417.796,13948.875,13976.056,12070.738,12548.245,13556.318,15009.085,15089.373,14231.063,17770.9,18305.03,20876.461,22519.933,23769.046,25049.899,26143.692,27284.11,73,2328318,4067500,23.861509475095772,15.82,15.82
Haiti,2001,9.635,6331970413,447.907,484.33,494.856,521.763,567.915,619.461,676.077,327.179,212.61,192.614,240.23,211.528,124.533,147.025,397.214,618.383,626.299,706.797,773.837,847.945,794.059,720.822,684.333,540.556,660.218,773.35,794.79,991.684,1074.359,1168.747,1175.199,1269.346,1316.496,1408.807,1408.669,1359.209,1263.434,1337.16,1441.864,1277.213,1235.476,1765.242,1702.001,2125.315,2263.489,2389.416,2517.058,2636.178,2756.598,414,6328948,11263077,22.568877306338972,9.635,9.635
Hungary,2001,5.67,53749989092,2151.468,2207.127,2249.984,2046.399,1989.904,2022.961,2338.799,2582.848,2838.561,2909.703,3312.337,3350.243,3733.447,3871.071,4170.572,4491.216,4520.761,4591.492,4738.016,4786.245,4619.293,5269.607,6644.61,8409.098,10291.667,11211.246,11483.141,13926.753,15761.631,13066.422,13199.056,14214.126,12969.621,13693.038,14279.016,12700.301,13083.4,14606.266,16421.113,16782.01,16093.626,18731.858,18579.077,21075.621,23008.493,24760.243,26511.267,28146.594,29875.321,107,6999582,9769949,24.707609301014628,5.67,5.67
IBRD only,2001,6.646639932,5911670000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.407949479342644,6.646639932,6.646639932
IDA & IBRD total,2001,6.244763726,6467060000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.497742716222238,6.244763726,6.244763726
IDA total,2001,4.443463033,555728000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.043544802862314,4.443463033,4.443463033
IDA blend,2001,3.576680752,206419000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.05317392058065,3.576680752,3.576680752
Indonesia,2001,6.08,160447000000,673.239,736.992,741.946,659.474,672.201,658.217,610.234,562.902,621.934,696.874,770.757,847.573,907.767,1013.057,1115.613,1254.023,1394.497,1308.114,572.09,829.574,870.154,834.139,1002.907,1186.845,1280.696,1403.876,1764.79,2064.232,2418.043,2464.956,3178.133,3688.531,3744.53,3684,3533.606,3367.691,3605.721,3885.465,3947.248,4194.086,3932.332,4362.677,4798.118,5108.944,5509.133,5914.675,6336.512,6787.166,7228.285,151,151509724,270203917,25.801229506913955,6.08,6.08
IDA only,2001,4.831010325,350283000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.58200723614067,4.831010325,4.831010325
India,2001,7.957,485441000000,271.858,275.696,279.135,297.722,282.55,304.544,316.779,347.854,359.403,353.555,375.216,309.179,323.128,306.788,352.298,380.181,406.589,422.203,419.77,448.695,449.787,457.8,477.068,553.382,635.054,722.492,809.568,1041.194,1014.387,1115.829,1377.109,1449.604,1434.018,1438.057,1559.864,1590.174,1714.28,1957.97,1974.378,2050.163,1913.22,2238.127,2391.866,2612.454,2847.558,3101.764,3374.802,3668.201,3985.049,464,471031528,1366417754,26.90832359309127,7.957,7.957
Ireland,2001,3.68,109347000000,6251.855,5886.037,6077.801,5839.504,5591.496,5934.214,7992.7,9418.976,10364.701,10754.01,13644.023,13747.422,15331.031,14261.995,15454.484,19085.723,20780.222,22467.346,24201.139,26231.557,26184.69,28119.305,32481.584,40939.729,47388.8,50476.482,53738.836,60770.189,60989.842,51943.659,48620.625,52159.122,48918.729,51422.864,55651.915,62027.653,62556.626,69864.671,79184.608,80613.712,85786.688,101983.636,103311.007,112247.706,117979.495,123692.736,128311.884,132358.008,136521.267,NA,NA,NA,25.417792148850594,3.68,3.68
"Iran, Islamic Rep.",2001,12.298,126879000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.56649971333909,12.298,12.298
Iraq,2001,8.842,36176430129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.655,1373.738,1828.738,2321.258,3090.851,4472.118,3701.862,4473.71,5848.537,6692.576,7021.406,6704.313,5044.624,4639.496,5178.921,5959.102,5945.438,4520.087,5011.973,6181.343,5882.894,6104.35,6175.752,6227.981,6257.888,6297.618,93,27783368,39309783,24.311673642310723,8.842,8.842
Iceland,2001,1.87,8234846523,15129.182,15449.046,14003.083,11857.373,12130.436,12506.275,16571.593,22776.756,24820.302,22627.388,25629.431,27159.576,27357.171,23725.669,24117.987,26682.487,27713.605,28048.848,31219.801,32577.642,32344.364,29061.339,32516.441,39620.411,47579.937,57405.559,58238.886,70375.326,57296.251,41188.906,43293.021,47798.807,46159.8,50100.084,54864.159,53227.627,62530.419,73085.132,75364.793,69137.161,59224.829,69404.808,74590.512,78836.851,87865.325,95084.285,101431.668,108055.756,115324.59,3,339110,361313,22.83164056324387,1.87,1.87
Israel,2001,11.81,134637000000,6356.512,6687.246,7040.572,7688.749,7186.116,6562.369,7955.128,9349.086,11391.527,11394.325,13035.678,13924.043,15021.162,14708.299,16367.635,18927.89,20153.193,20410.422,20119.211,19766.941,21641.299,20918.337,19044.915,19634.852,20565.767,21233.796,22501.119,25647.697,30182.526,28330.228,31278.046,34366.858,32928.736,36589.285,37856.528,35768.612,37197.25,40603.843,41834.032,43723.256,44320.723,51804.704,54336.836,53195.879,54058.941,55961.461,57842.247,59699.32,61607.904,400,8374393,9053300,25.625848104940793,11.81,11.81
Italy,2001,9.6,1168020000000,8496.811,7693.059,7596.908,7878.146,7783.391,8034.389,11377.32,14280.593,15817.576,16439.473,20500.667,21636.193,22947.484,18437.044,19009.467,20675.341,23094.404,21858.43,22348.031,22029.683,20153.051,20505.923,22386.279,27580.477,31342.833,32031.426,33448.106,37828.34,40818.985,36982.806,35815.615,38276.034,34743.751,35534.99,35836.183,30463.696,31190.794,32648.756,34917.563,33628.161,31784.806,35717.376,34084.518,37146.233,38925.888,40437.245,41901.781,43159.107,44389.513,206,42651966,60297396,27.78633112347565,9.6,9.6
Jamaica,2001,6.915,9194727831,1214.379,1310.503,1479.509,1289.23,948,878.359,1034.771,1158.596,1372.734,1588.557,1971.695,1799.773,1804.411,2249.32,2234.803,2660.153,2975.134,3347.367,3467.544,3473.435,3510.575,3529.711,3709.572,3586.441,3855.674,4241.399,4494.63,4829.296,5134.246,4507.186,4894.369,5332.52,5448.456,5238.147,5105.511,5204.825,5183.462,5413.03,5729.757,5781.785,5072.599,5354.83,6197.798,6830.87,7310.19,7644.159,7920.156,8190.828,8472.252,273,1650594,2948279,22.941896094890883,6.915,6.915
Jordan,2001,14.7,8975812449,1653.682,1791.619,1838.64,1854.028,1796.871,1735.414,2137.293,2169.214,1954.276,1258.87,1174.149,1162.754,1358.364,1336.326,1433.166,1472.951,1490.495,1524.003,1651.099,1672.246,1703.235,1776.461,1875.33,1946.117,2109.381,2277.942,2636.265,2870.639,3454.309,3559.692,3736.645,3852.891,3915.87,4050.139,4137.283,4169.988,4181.255,4257.908,4358.324,4411.72,4277.259,4399.645,4613.062,4850.663,5101.946,5376.491,5656.979,5943.186,6139.45,115,9213048,10101694,22.9177992907892,14.7,14.7
Japan,2001,5.02,4374710000000,9659,10574.371,9772.809,10636.463,11205.352,11815.804,17466.671,21177.787,25575.098,25336.199,25895.956,29511.775,32069.069,36425.222,39953.203,44210.234,39164.322,35651.27,32436.929,36622.892,39172.971,34410.68,32832.296,35410.229,38307.103,37819.107,36021.9,35847.232,39992.06,41469.773,45135.796,48760.915,49175.035,40934.756,38522.771,35005.662,39411.424,38903.298,39850.331,40547.967,40132.964,39933.008,33853.804,33949.714,34554.922,36657.457,38357.861,39899.391,42467.477,347,115782416,126226568,29.106861347826847,5.02,5.02
Kazakhstan,2001,10.43,22152689130,0,0,0,0,0,0,0,0,0,0,0,0,168.645,304.849,751.98,1061.475,1358.804,1459.416,1480.091,1132.126,1230.49,1491.652,1657.157,2062.291,2862.5,3753.439,5261.026,6733.448,8349.288,7116.372,9005.041,11552.573,12300.185,13789.174,12713.563,10435.169,7662.006,9186.712,9749.07,9750.431,9062.958,10106.663,11409.464,12968.427,14395.61,15145.941,15613.922,16158.69,16844.557,7,10652915,18513930,23.821224731486122,10.43,10.43
Kenya,2001,3.07,12986007426,855.471,776.778,721.655,644.505,646.568,622.803,716.685,758.168,759.5,728.334,737.217,674.688,644.604,434.817,505.909,623.714,686.847,677.772,742.089,647.889,617.147,617.055,611.901,668.483,692.718,778.333,854.992,1028.239,1118.769,1123.268,1176.311,1178.599,1396.22,1490.422,1613.101,1625.176,1688.852,1805.398,1987.302,2107.735,2067.987,2208.691,2245.284,2187.648,2194.248,2293.984,2398.006,2501.095,2611.886,94,14461523,52573973,23.287138262879147,3.07,3.07
Kyrgyz Republic,2001,2.075,1525116370,0,0,0,0,0,0,0,0,0,0,0,0,207.976,148.155,245.851,329.934,396.495,379.056,344.404,258.467,280.635,309.913,323.343,382.888,436.496,478.77,546.621,725.487,971.678,876.933,884.846,1131.471,1189.517,1295.225,1292.621,1132.843,1131.841,1254.51,1321.954,1466.956,1270.961,1390.9,1717.714,1829.586,1930.182,2033.145,2122.916,2199.102,2261.033,NA,NA,NA,21.145336552291184,2.075,2.075
Cambodia,2001,1.04,3984000517,0,0,0,0,0,0,25.707,17.116,32.608,39.704,99.833,215.671,252.491,242.479,265.056,319.537,316.188,302.166,267.864,293.699,299.982,320.046,337.501,360.659,405.618,470.64,536.135,627.781,741.822,737.177,788.182,889.745,965.379,1034.768,1123.131,1203.435,1320.282,1448.02,1587.935,1736.317,1643.758,1679.921,1801.87,1915.628,2036.988,2176.235,2330.012,2486.813,2656.006,95,3924621,16486542,22.10555230643783,1.04,1.04
"Korea, Rep.",2001,3.7,547658000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.028916841479464,3.7,3.7
Kuwait,2001,0.8,34889597791,0,0,0,0,0,0,0,0,0,0,0,0,0,14556.85,13583.236,13879.046,15039.415,13740.332,11423.286,13359.806,17009.468,15116.579,15756.242,18796.658,21585.518,27012.212,31903.746,33711.963,42823.645,30414.905,32216.413,41657.542,45522.558,43927.638,39759.385,27035.985,24800.544,26816.642,29905.292,28513.124,22682.901,28834.433,36092.393,32215.034,33031.651,33376.568,33382.421,33460.763,33602.196,240,4207083,4207083,24.275454564162338,0.8,0.8
Latin America & Caribbean (excluding high income),2001,8.764814876,1913380000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.27989242753838,8.764814876,8.764814876
Lao PDR,2001,1.913,1768619058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.293464885802685,1.913,1.913
Lebanon,2001,8.185,17649751244,1552.837,1481.175,1005.587,1377.269,1618.263,1344.575,1044.67,1219.75,1217.822,983.644,999.179,1503.376,1778.897,2290.378,2641.04,3109.262,3551.799,4246.445,4618.673,4582.361,4428.662,4349.954,4504.149,4440.345,4630.727,4575.074,4626.82,5207.76,6111.36,7354.971,7761.616,7675.291,7948.646,7928.317,7681.707,7642.96,7617.732,7776.012,8003.824,7421.491,3588.705,3044.801,3283.414,0,0,0,0,0,0,667,6084994,6855713,23.593987526402035,8.185,8.185
Liberia,2001,2.2,906000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.143,305.909,311.768,231.891,286.104,293.471,333.151,388.154,464.437,470.218,505.363,582.614,646.662,716.576,708.816,691.369,709.824,706.239,677.356,623.887,600.475,677.387,749.187,800.213,825.983,864.385,915.838,964.148,1018.452,53,2548426,4937374,20.624549864007253,2.2,2.2
Libya,2001,19.81,34112079629,13449.648,11107.625,10575.644,9671.452,8681.163,8586.407,6733.969,6002.067,5981.627,6070.096,7424.17,8026.293,7950.512,6998.262,6391.134,7102.861,7608.817,7663.003,6171.767,7294.482,7625.01,6693.083,3956.483,4986.326,6180.388,8739.202,10561.373,11801.274,14762.577,10202.806,12478.016,8132.317,14728.067,12025.599,9166.555,7706.743,7817.63,10413.81,11773.943,10532.114,7062.559,5249.501,5577.013,5872.222,6357.357,6638.707,6774.276,6775.583,6808.797,4,5448597,6777452,24.252917399826888,19.81,19.81
St. Lucia,2001,18.515,892592592.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.60964081144699,18.515,18.515
Latin America & Caribbean,2001,9.062225127,2243440000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.439031518077925,9.062225127,9.062225127
Least developed countries: UN classification,2001,4.367794186,213553000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.087150882367474,4.367794186,4.367794186
Low income,2001,4.993196554,186458000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.951471849596327,4.993196554,4.993196554
Sri Lanka,2001,7.9,15749753805,333.918,342.812,365.498,389.999,452.288,443.046,470.142,484.746,501.62,498.479,564.868,611.088,651.332,689.023,787.255,829.22,903.331,1003.944,1026.15,1025.7,1065.469,1017.154,1061.683,1162.71,1259.771,1477.595,1698.156,1928.714,2410.801,2472.242,2894.26,3320.074,3446.355,3737.366,3969.713,4057.742,4150.367,4401.055,4360.149,4082.694,3852.39,3996.572,3341.996,0,0,0,0,0,0,341,4052088,21803000,23.48009057066731,7.9,7.9
Lower middle income,2001,6.748881994,1397360000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.96560585806655,6.748881994,6.748881994
Low & middle income,2001,6.068166886,6012680000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.424891688542242,6.068166886,6.068166886
Lesotho,2001,16.999,825706961.2,334.43,330.808,268.415,289.889,265.387,207.228,232.527,290.681,323.516,329.019,391.983,452.08,505.038,494.606,512.036,549.606,524.624,551.041,508.557,501.75,493.333,414.027,457.662,670.897,852.696,922.416,916.563,930.798,868.532,1011.42,1222.197,1324.607,1261.443,1191.994,1250.627,1104.543,1099.146,1199.628,1221.168,1159.368,1034.702,1219.043,1166.197,1110.179,1166.672,1211.977,1247.915,1274.731,1301.506,71,607508,2125268,20.531750500017008,16.999,16.999
Late-demographic dividend,2001,5.433589639,3524970000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.890893041518268,5.433589639,5.433589639
Lithuania,2001,16.84,12237388002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845.103,2327.496,2830.268,3166.72,3113.271,3293.307,3525.849,4140.734,5499.475,6699.372,7860.178,9236.616,12305.917,15017.555,11848.202,12009.033,14393.268,14376.001,15734.38,16577.333,14265.409,15004.172,16879.449,19195.06,19600.564,20347.624,23728.3,24988.686,28481.993,31118.51,33547.985,35826.814,37696.087,39617.695,43,1891013,2786844,23.227761692728475,16.84,16.84
Luxembourg,2001,1.81,21387533703,17666.745,15190.085,12464.023,12234.668,11984.274,12393.783,17950.002,22149.518,24875.488,26226.903,33066.888,35346.49,39061.02,39483.057,43306.887,50705.085,49718.865,44202.559,45636.553,49341.225,48984.173,48719.314,53227.765,66160.728,77030.373,81728.092,91478.339,108344.137,121616.145,110249.419,112049.15,120526.518,113953.737,121422.921,125200.137,106710.47,107948.199,111211.77,117993.371,113860.533,117616.151,134925.164,126598.103,135605.438,140307.606,144960.312,148829.206,151657.777,154419.811,242,565488,645397,23.786074051990482,1.81,1.81
Latvia,2001,13.82,8362398702,0,0,0,0,0,0,0,0,0,0,0,0,632.992,1022.375,1725.207,2163.747,2419.562,2670.492,2961.556,3140.581,3343.184,3553.667,4120.691,5121.736,6342.835,7569.831,9690.458,14079.584,16435.21,12243.072,11316.932,13371.012,13786.588,14927.223,15685.979,13728.365,14259.249,15626.275,17806.561,17889.752,18106.332,21014.99,21946.922,24929.18,26952.128,29010.47,30876.693,32643.675,34486.137,30,1304943,1912789,22.84701114896416,13.82,13.82
"Macao SAR, China",2001,6.39,6860272608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.64901301667015,6.39,6.39
Morocco,2001,12.46,43831480206,1225.165,969.43,953.628,842.002,752.278,741.673,956.733,1030.894,1193.499,1200.487,1351.48,1418.361,1453.799,1340.916,1482.245,1600.892,1745.452,1561.012,1644.073,1614.86,1486.875,1489.702,1573.475,1914.006,2163.48,2232.944,2427.109,2759.516,3189.2,3162.86,3134.698,3367.347,3224.712,3463.601,3527.712,3235.57,3235.218,3401.256,3615.592,3622.679,3375.435,3905.428,3570.115,3979.871,4212.023,4414.754,4607.914,4817.576,5040.629,83,22975026,36910560,24.503618122333236,12.46,12.46
